query,title,query_count,title_count,cooccurrence,npmi,similarity
gameboy,game boy,2584,819,43,0.5632423447648399,0.8953892588615417
bass lures,fishing lures,1686,2400,39,0.5138800935483728,0.8942046761512756
5w20,5w 20,1682,406,54,0.6567904518217353,0.8926228284835815
dallas cowboys,nfl dallas,7466,856,92,0.5686949614840071,0.8917251825332642
black loafers,loafer black,1054,2204,33,0.5323098991819756,0.8902921080589294
sv03,sv06,2275,317,30,0.5944079450820182,0.8860161304473877
rakhee,rakhi,584,787,40,0.6505396162487802,0.884217381477356
dog nail,pet nail,5342,1455,61,0.5154267132123422,0.8837569355964661
dog clothes,pet clothes,5165,759,33,0.5003824647118229,0.881813645362854
sv03,sv09,2275,320,33,0.6031050503070137,0.8802939057350159
baby wipes,diaper wipes,5224,544,37,0.530695261680015,0.880207896232605
pacman,pac man,2163,416,49,0.6294795540584559,0.8780049085617065
whistle,whistling,5799,532,30,0.5062408421071727,0.87787926197052
keycaps,keycap set,4776,197,38,0.6012376919851843,0.8759461045265198
aprons,apron men,13529,720,64,0.5057003469230531,0.8753997087478638
long boards,longboard,2760,3353,91,0.543501857410623,0.8720470070838928
suppository,suppositories,753,2755,34,0.5420215833457055,0.871414840221405
coasters,coaster set,15374,530,61,0.512435138404366,0.8710801601409912
mens lee,lee men,840,1696,34,0.5649927778805894,0.8705634474754333
dent repair,dent removal,3223,439,47,0.5970195133722712,0.8702839612960815
sharping stones,sharpening stone,1882,848,35,0.5608181406272835,0.8699816465377808
ipod touch,apple ipod,8009,1392,75,0.5123697949851028,0.8690688610076904
cry baby,cry babies,715,490,30,0.6382018779108727,0.8688510060310364
doc martens,dr. martens,1950,2400,75,0.5681227458300169,0.8685188889503479
18 g,18g,1472,1185,32,0.5468860893692669,0.8681123852729797
corning ware,corningware,730,428,35,0.6606775589903446,0.8675073981285095
ps2,playstation 2,1914,527,42,0.6068523137844548,0.8667652606964111
ps4 games,playstation 4,423,10936,39,0.5056293851691792,0.8658889532089233
flash cards,flashcards,7798,630,63,0.5476732087588067,0.8654045462608337
barking,dog bark,7749,988,52,0.5011944169254938,0.8650802373886108
9 volt,9v,2488,4458,72,0.5087432044986346,0.86424720287323
tennis racket,tennis racquet,1906,613,33,0.5742413793489246,0.8617320656776428
tour golf,pga tour,842,1506,35,0.5749004788307459,0.8609631657600403
ps4 controller,controller playstation,10522,482,42,0.5068430456611003,0.8566203117370605
v 20,v20,723,5202,39,0.5183879830729916,0.8558863401412964
purifiers,purifier home,6788,1000,64,0.5286649715982964,0.855684757232666
cat carrier,pet carrier,3832,2317,57,0.5005412757332511,0.8549323678016663
levis,levi men,8792,3386,169,0.5290730937071627,0.8542078137397766
polygel nail,poly nail,3172,1720,45,0.5087667145198294,0.8539460301399231
booob tape,boob tape,1672,250,31,0.630735928229774,0.8531116247177124
wii u,nintendo wii,3073,1374,43,0.5204077928228842,0.8524743318557739
jump rope,skipping rope,12800,1205,141,0.5545519390420656,0.8522536754608154
discoball,disco ball,1743,1769,68,0.5849500557911973,0.8492493629455566
tie backs,tiebacks,3851,1549,73,0.5498468552814658,0.8483558893203735
last swab,swabs,1249,3111,34,0.5036621154416926,0.847920835018158
coke,coca cola,1601,2164,40,0.5258306670639373,0.8472617864608765
pandora bracelet,pandora jewelry,1288,793,45,0.6129683167541395,0.8464882373809814
barking control,anti barking,2088,1584,34,0.5135109968975708,0.8462862968444824
ashwaghanda,ashwagandha,1346,5043,53,0.5105527640825511,0.8460464477539062
mug hot,mug warmer,1919,1314,38,0.5405666768444851,0.8434795141220093
snow pants,ski pants,4682,630,36,0.5258389220554209,0.8413082957267761
eye warmer,heated eye,1663,250,31,0.6310639855566541,0.8400936126708984
chromebook 14,hp chromebook,1690,2307,33,0.5007165189685767,0.8398909568786621
scrunchies,scrunchie women,18238,273,39,0.5010958305258998,0.8389843106269836
die cut,cutting dies,3982,555,35,0.5408844666887379,0.838711678981781
grand cherokee,jeep grand,3456,2688,61,0.5041241455749144,0.8382675647735596
sewing kit,sewing supplies,5911,394,36,0.5403320748231708,0.83806312084198
watercolor paint,colour paint,6467,368,32,0.52796624881042,0.8372975587844849
buffalo bills,nfl buffalo,3465,329,44,0.6038947118589847,0.8362608551979065
l cetrulline,l citrulline,1098,2732,34,0.51947895587554,0.8360434770584106
nüvi 50,nuvi,472,576,33,0.6632014401183065,0.8356995582580566
state buckeyes,buckeyes men,2233,444,30,0.5751003332811633,0.8350977301597595
sandwich maker,sandwich cutter,2209,272,44,0.64366756392619,0.8348540663719177
wreaths,wreath front,8999,867,89,0.5523595125044963,0.8341600298881531
guitar cable,instrument cable,2190,1432,32,0.5111621378917112,0.8338821530342102
snore,anti snoring,3084,1192,52,0.5472331257107254,0.8337478637695312
cross necklace,cross pendant,4700,1894,80,0.5331807846276051,0.8329789638519287
eyeliner,eye liner,22935,346,56,0.5059478456646451,0.8321312665939331
spiraler,spiralizer,1231,4876,53,0.5182799539535416,0.8318718075752258
without talc,talc free,1964,384,43,0.6272291999483485,0.8318279385566711
filing cabinet,file cabinet,2825,3433,74,0.5200107865820255,0.8314209580421448
bass guitar,string bass,5436,992,45,0.5094928031459584,0.8304238319396973
lubricant sex,personal lubricant,1996,2255,48,0.526859909965275,0.8295938372612
period cup,menstrual cup,1509,311,45,0.6613320864781947,0.8288993239402771
dog barking,anti barking,2781,1584,39,0.5086444750447651,0.8284498453140259
flea collar,flea tick,1025,4130,45,0.5245454262149916,0.828140139579773
hero 8,hero8 black,3843,347,40,0.5847759601558956,0.8266088962554932
teddy bear,bear stuffed,7582,590,41,0.5123585914787603,0.8265236020088196
broom dustpan,dustpan brush,4965,692,32,0.5056038546236453,0.8255077004432678
dustpan,dust pan,6147,1071,63,0.5290794638665802,0.8253702521324158
cotton swab,swabs,2691,3111,64,0.5153315534388686,0.823421835899353
tech 21,tech21,1247,1524,31,0.5386911545051817,0.8233340978622437
smash bros,super smash,1904,2051,72,0.5756180853859164,0.8227120041847229
flag pole,flagpole,3439,1113,43,0.5264939838163176,0.8224419355392456
popcorn maker,popcorn popper,2438,1737,47,0.52865659758775,0.8222936391830444
range rover,land rover,1955,931,32,0.5442960872012594,0.8221703767776489
mn,minnesota,1296,2731,37,0.5172090923530245,0.8219748139381409
1 ml,1ml,4760,5252,127,0.5116394782048462,0.8209459781646729
dryers,hand dryer,4513,264,41,0.5941620553014973,0.8208425641059875
bras breastfeeding,nursing bra,1619,1524,32,0.5257673557027825,0.8204553127288818
sun cloud,suncloud,551,219,38,0.7276323699800656,0.819579541683197
caskets,funeral casket,2431,211,36,0.6331384190436542,0.8194996118545532
rakhee brother,rakhi,563,787,40,0.6528005482960889,0.8191452622413635
garage led,garage light,4261,1725,68,0.529501143135757,0.818268358707428
bvulgari,bvlgari,829,1326,50,0.6190073845846549,0.8179106712341309
alabama crimson,crimson tide,1646,1643,38,0.5362591582175039,0.8174891471862793
crimson tide,alabama crimson,1643,1646,38,0.536259158217504,0.8174891471862793
chainsaw,chain saw,11627,525,80,0.5575146950038344,0.8169728517532349
black skirts,skirt black,2354,1303,43,0.5402274779899089,0.8159094452857971
aprons,funny apron,13529,472,60,0.5262865091246867,0.8155968189239502
descaler,descaling,2067,1041,44,0.5644425267254592,0.8153136372566223
winders,watch winder,1582,1646,53,0.5707498981898738,0.8152357339859009
big bang,bang theory,900,751,30,0.5983409832605422,0.8142635822296143
bang theory,big bang,751,900,30,0.5983409832605422,0.8142635822296143
lunch warmer,food warmer,1769,1088,31,0.5379206604117165,0.8138786554336548
shepards hooks,shepherd hook,3856,465,33,0.548109563980576,0.8136916160583496
seahawks,nfl seattle,3073,187,37,0.6289077601431117,0.813044548034668
fryers,deep fryer,4629,1347,45,0.5004621838095339,0.8127382397651672
mavic pro,mavic 2,2082,1194,54,0.5755155119744341,0.8126300573348999
lures,fishing lure,5742,573,36,0.5191377432671228,0.81192547082901
shoe rack,shoe shelf,7443,458,41,0.5291619240627516,0.8108031153678894
boards skateboard,longboard skateboard,1643,900,33,0.5598698547581583,0.8107357621192932
steelers,nfl pittsburgh,2991,353,38,0.5941436869848462,0.810139536857605
dog barking,barking device,2781,486,30,0.5563047004185674,0.8099693059921265
nail gun,nailer,1782,4355,61,0.5155246549195729,0.8088268041610718
taco stand,taco holder,1777,171,33,0.6564131616148942,0.808804988861084
without piercing,non piercing,3164,930,38,0.5310652569894598,0.808601975440979
hp printers,hp officejet,2152,2534,55,0.5278645815780927,0.8085814118385315
power ranger,red ranger,3997,394,45,0.5860410867456326,0.8079577088356018
garlands,bead garland,4656,382,43,0.5740233591328624,0.8078022599220276
garmin nüvi,nuvi,472,576,33,0.6632014401183065,0.8077369928359985
without rope,ropeless,2737,455,44,0.5984054156630064,0.807178258895874
nerf gun,nerf n,3833,825,42,0.5360950689892405,0.8068846464157104
kabar,ka bar,831,534,45,0.6648128616137188,0.8068234920501709
winnie pooh,disney winnie,3293,357,35,0.5795359819752306,0.8061601519584656
fish finder,fishfinder,4886,496,49,0.5675353011848641,0.8043743968009949
smoke brisket,brisket meth,1563,1572,64,0.5932781313395677,0.8033589720726013
brisket meth,smoke brisket,1572,1563,63,0.5916843317033705,0.8033589720726013
trellis climbing,garden trellis,2609,345,43,0.6162596408485833,0.8028379082679749
garage led,garage lights,4261,925,75,0.5791547597834092,0.802198588848114
oled tv,smart oled,3165,759,45,0.5597806174110909,0.8015452027320862
fully vaccinated,vaccinated still,962,942,36,0.5982301255178523,0.8009976744651794
vaccinated still,fully vaccinated,942,962,38,0.6035481868050722,0.8009976744651794
cuddeback,cuddelink,1244,639,36,0.6062672626205947,0.8006474375724792
lures freshwater,fishing lures,1669,2400,39,0.5145047840602269,0.7999134063720703
rugs padding,rug pad,1445,1485,33,0.5371508427482539,0.7998121380805969
funnel essential,funnels,1475,1208,33,0.5484932417620544,0.7994124889373779
godiva chocolate,godiva chocolatier,998,421,33,0.6366423218395859,0.7993896007537842
lg oled,smart oled,2708,759,46,0.5716269593660467,0.7991796135902405
aprons,chef apron,13529,796,80,0.5208986574212576,0.7991769313812256
birthday invitations,party invitations,3231,973,44,0.5408965752990567,0.798931360244751
rustoleum,rust oleum,1370,2266,49,0.5520529793241655,0.798695981502533
hannukah,hanukkah,1120,1331,40,0.5778960902641115,0.797834038734436
sneaker box,shoe box,1851,1437,31,0.5182561111092924,0.7977358102798462
dr browns,dr. brown,1370,2249,58,0.5690657208568204,0.7965589761734009
rash guard,sleeve rashguard,7668,739,45,0.506408963526493,0.7947518229484558
coffins,casket,749,749,47,0.6547071102788834,0.7944623827934265
meyers,meyer clean,5230,1483,118,0.5817170980705524,0.7941914200782776
small zip,zip around,731,1659,32,0.5690224023573193,0.7937251329421997
wooden napkin,napkin holder,1508,7336,75,0.5128662649506996,0.7936027646064758
slim fast,slimfast,1718,2279,37,0.5110066638728117,0.7926406860351562
hot tub,tub spa,9972,551,50,0.5182751241908384,0.7925376892089844
dressers,drawer dresser,5188,1389,59,0.5170179017461716,0.7925230860710144
cetrulline,citrulline,1098,3805,43,0.521063547965317,0.7923212051391602
scooters,kick scooter,8806,1171,67,0.5064665614476529,0.791071891784668
kansas city,nfl kansas,3140,409,32,0.5655323060605449,0.7905185222625732
bronners,bronner pure,3195,1506,52,0.5303405879996129,0.7902565002441406
roller bottles,roll bottles,4656,871,47,0.5313563727251069,0.790197491645813
trunk organizer,car trunk,2370,1117,30,0.5155241852758418,0.7897515892982483
goodthreads long,goodthreads men,961,3095,37,0.5278965828084413,0.7893418669700623
printing press,printing machine,1997,1503,43,0.541571723291504,0.7889119386672974
leather patches,leather repair,1542,3667,47,0.5106275878195471,0.788891077041626
hihat,hi hat,859,727,37,0.6237971567595314,0.7887133955955505
booster seat,booster car,5650,1352,81,0.5442871735017722,0.788444995880127
coconut water,pure coconut,4802,328,30,0.5470219830855295,0.7880410552024841
freak meowt,meowt seriously,2189,2137,69,0.5597979087778429,0.787613034248352
meowt seriously,freak meowt,2137,2189,73,0.5654339611696739,0.787613034248352
lion king,disney lion,6521,790,58,0.5365867381668366,0.7873770594596863
sports sleeves,arm sleeves,1270,2514,31,0.5071568849575229,0.7870482206344604
recliners,lift recliner,4527,755,41,0.5289990551936828,0.7870112657546997
shade sail,sail canopy,4261,491,30,0.529800298982956,0.7861080765724182
waze,wyze,746,3785,33,0.5204031342445897,0.7859816551208496
crocs women,crocs unisex,3513,1383,49,0.5240497276892045,0.7855898141860962
flops,flip flop,13370,4216,250,0.5263106982923077,0.7852437496185303
syrups sugar,skinny syrups,1743,2129,40,0.521590905974364,0.7847115397453308
weed puller,weeder,2029,909,53,0.592420172237281,0.7845428586006165
flea collar,tick collar,1025,604,34,0.6159346318287175,0.7841804623603821
longgines,longines,434,686,31,0.6513600043579151,0.7840152382850647
vader costume,darth vader,1032,3833,38,0.5128558531784377,0.7835447788238525
leg floor,chair leg,1254,1861,31,0.526208240072273,0.7834402918815613
ear cleaner,ear wax,2860,3602,78,0.5212761773476516,0.7824020981788635
bowling ball,bowling bag,2173,594,34,0.5710249624915199,0.7823700904846191
best tweezers,extension tweezers,1672,667,31,0.5710891884634243,0.7820495963096619
leap frog,leapfrog,848,4177,35,0.5119994092889798,0.7812760472297668
tide laundry,liquid laundry,1866,1964,41,0.5246857317389607,0.7807326912879944
baby shark,cute shark,8421,336,32,0.5174279946707707,0.780254602432251
85 th,85th,1446,425,59,0.6727411142177542,0.7800816893577576
ankle brace,ankle support,4410,1095,41,0.5076293587221699,0.7800657749176025
skate wheels,roller skate,1236,2203,32,0.5197655483314324,0.7794726490974426
peppermint oil,peppermint essential,2171,318,34,0.6092737144363456,0.7794499397277832
procrastinating...,procrastinating side,445,872,39,0.6583975483211643,0.7791162729263306
leia costume,princess leia,852,1774,32,0.5556127277850459,0.7783912420272827
ovens,wall oven,4818,543,44,0.5523054589316325,0.7782309651374817
jewelry cabinet,jewelry armoire,3173,741,49,0.5694279347051286,0.7780146598815918
luigis,luigi mansion,761,444,32,0.6468469405680742,0.777838408946991
spiderman far,spider man,1160,7021,63,0.5155645075621179,0.7777552008628845
waffle maker,belgian waffle,6248,748,56,0.539327767883003,0.7772003412246704
alta hr,alta alta,3646,350,35,0.5745130750742391,0.7770373225212097
coke,cola,1601,3101,41,0.5059151176131232,0.7769030332565308
snow blower,snow thrower,4472,329,39,0.5762423750547221,0.7768478989601135
garlands decor,bead garland,1706,382,43,0.6362867162048579,0.7766653299331665
range finder,rangefinder,2698,1533,63,0.5586045587942576,0.7764852046966553
magic track,tracks,666,3724,35,0.5338220836933146,0.7762781381607056
rims,rim fits,6225,246,35,0.563347729896697,0.7756133079528809
without rope,skipping rope,2737,1205,50,0.5502275851705328,0.7756129503250122
coke,coca,1601,2175,40,0.5255176362681688,0.7756110429763794
yes negotiating,negotiating agreement,1913,1644,56,0.5643012530933864,0.775497317314148
negotiating agreement,yes negotiating,1644,1913,40,0.5318057898564659,0.775497317314148
flamingos,pink flamingo,3276,493,38,0.567984355524657,0.7753673195838928
knifes sharpener,sharpening,1757,3320,44,0.502507159101067,0.775296151638031
heads sonicare,philips sonicare,2978,3401,76,0.5198280525820617,0.7740404605865479
toothbrush without,toothbrushes,1233,4195,42,0.5056239714681976,0.7739176154136658
laundry detergent,liquid laundry,14262,1964,172,0.5350311483570642,0.7727388739585876
hot chocolate,hot cocoa,6590,2764,128,0.5334882003059019,0.7719455361366272
18 bday,18th birthday,1561,551,59,0.6514763040255834,0.7717517018318176
colored popsicle,popsicle sticks,1501,2133,35,0.5181874999220678,0.7711998820304871
coffins burial,casket,746,749,47,0.654957380638563,0.7708401083946228
eco bee,bee farms,984,1052,30,0.5724829170727955,0.7706604599952698
costello collection,abbott costello,394,480,35,0.6914185426643408,0.7705217003822327
goggles kids,swim goggles,1499,2062,38,0.5280368246510383,0.7701795101165771
projector screen,projection screen,13600,1203,139,0.5491230674139946,0.7698510885238647
trimmers,hedge trimmer,3804,663,48,0.5630270854394476,0.7692336440086365
show mood,mood without,1580,1578,31,0.5221887143759338,0.7686911821365356
mood without,show mood,1578,1580,32,0.525131816457785,0.7686911821365356
scratchers,back scratcher,1612,1304,49,0.5764310059154377,0.7685268521308899
duelist saga,edition duelist,987,98,31,0.7196958069447877,0.7680802941322327
crib sheet,fitted crib,5803,1202,53,0.5088423213216215,0.7680648565292358
jump rope,rope workout,12800,376,42,0.5100865391518975,0.7680187225341797
k40 phone,lg k40,1320,1739,30,0.5241740658277273,0.7680057287216187
pure 211,211+,1150,612,45,0.6361292075343006,0.7676795125007629
high cut,hi cut,5208,789,37,0.5080384227696938,0.7670459151268005
yarn organizer,yarn storage,1865,283,33,0.6227265518824017,0.7665421962738037
xmen,x men,1225,1676,46,0.5716958364526052,0.7660132050514221
raiders,nfl oakland,3692,217,30,0.5880274208338407,0.7651805877685547
slime kit,diy slime,6921,493,31,0.5031196412656661,0.7650389671325684
chilli,chili,889,3860,42,0.5310337697666123,0.765015184879303
oakley sunglasses,oakley men,1752,1240,43,0.5616174296543871,0.7646642327308655
60 birthday,60th,1588,1289,64,0.6048892694119717,0.7644304037094116
braided fishing,fishing line,1509,2831,41,0.5152070273801561,0.7642520666122437
fishing line,braided fishing,2831,1509,37,0.5056501441709963,0.7642520666122437
captain america,marvel captain,4589,466,30,0.5284718440545839,0.764115035533905
steelers,pittsburgh,2991,1813,85,0.5712941755874245,0.7640079259872437
wax without,hard wax,2276,1255,32,0.5168512422861434,0.7639586329460144
microphones,vocal microphone,5505,196,32,0.5761388915028971,0.7637609243392944
puzzle board,puzzle table,1900,177,34,0.6532368326829536,0.7633032202720642
purple shampoo,shampoo blonde,3141,1793,42,0.5003549396575703,0.7632179260253906
mario plush,mario star,1740,558,37,0.5966824074142814,0.7631881237030029
toaster oven,convection toaster,7784,587,53,0.5354206533240276,0.7625432014465332
bowl brush,toilet brush,1681,1389,43,0.5571459303428391,0.7623520493507385
air mattress,airbed,12761,1922,131,0.5160344116630745,0.7621933817863464
gizmo 2,gizmo watch,728,1079,34,0.6013827221971467,0.7621856331825256
wind turbine,turbine generator,2190,872,37,0.5551199248789245,0.7617565989494324
long boards,longboard skateboard,2760,900,43,0.5533073744409344,0.7609978318214417
lg v8,lg g8,752,2697,33,0.5405921841644855,0.7608298659324646
humidifiers,humidifier bedroom,14256,425,50,0.5121558595711561,0.760722279548645
bore sight,boresighter,2135,309,45,0.640152068472117,0.7605926394462585
dictionary,webster,5471,609,55,0.5588912299412921,0.7603737115859985
wedge pillow,bed wedge,3537,1413,49,0.5222823354330955,0.759813666343689
feeders,fish feeder,8410,336,66,0.5874938651239864,0.7596380710601807
coffee coffee,mr. coffee,906,1536,39,0.5796741269473316,0.7594748735427856
motorcycle helmet,face helmet,6944,567,39,0.5155657232493278,0.7592791318893433
dumbbells,adjustable dumbbell,11693,489,50,0.5157813155303279,0.7588396668434143
chimes,door chime,7592,440,33,0.5101468784155512,0.7585017681121826
boxing gloves,training gloves,5803,470,64,0.5866402683536652,0.7584328055381775
dictionary,merriam webster,5471,195,38,0.5935045525626724,0.7583948969841003
grandmother granddaughter,gift grandmother,482,225,30,0.7093352334018015,0.7582628130912781
fat wood,fatwood,854,219,31,0.6796185325334309,0.757902979850769
yorker,york puzzle,1036,822,35,0.5992792574117967,0.7577124834060669
disposal,disposer,7039,269,32,0.5418888659800024,0.7576470375061035
shavers,foil shaver,6108,435,31,0.5183225758469182,0.7575567960739136
pore cleaner,pore vacuum,2828,847,38,0.5437278409562569,0.7575474977493286
slime kit,slime making,6921,907,46,0.5020970283557589,0.7574235200881958
4 xlr,xlr male,1513,2379,34,0.5083389421539877,0.7567906975746155
scholls,dr. scholl,1884,2428,69,0.5612279121952685,0.7566214799880981
dickies work,dickies men,1583,4664,59,0.5154831301128692,0.7565966844558716
strands easily,three strands,1805,1882,33,0.5091230043090478,0.7564544081687927
cowboys,nfl dallas,9983,856,104,0.562252305845241,0.7564521431922913
case moto,moto e4,3214,390,30,0.5608758588496163,0.7563630938529968
spell sausage,sausage without,1076,1076,39,0.5910140311895984,0.7561677098274231
sausage without,spell sausage,1076,1076,39,0.5910140311895984,0.7561677098274231
pandemic could,global pandemic,1834,2314,53,0.5400614340484227,0.7559887170791626
tree topper,treetop,5576,550,54,0.5623059754100631,0.755638599395752
cough drops,throat drops,2869,413,35,0.5790536876085319,0.7549018859863281
.rascal,rascal dream,1488,973,38,0.5747119686864622,0.7548364996910095
grand theft,theft auto,1499,1496,38,0.54778489486719,0.7547032833099365
theft auto,grand theft,1496,1499,38,0.54778489486719,0.7547032833099365
snore chin,snoring,766,6176,47,0.5217497090067464,0.7541954517364502
flushable wipes,wet wipes,2311,1243,34,0.522126645286681,0.7541936635971069
silk pillowcase,pillowcase hair,5882,1570,75,0.5244667067477945,0.753902018070221
nausea,sickness,1060,928,31,0.5787178803085142,0.7534843683242798
jerseys,baseball jersey,5158,627,33,0.5121221483166862,0.7533388733863831
adidas golf,golf shoe,1909,1630,37,0.5251223059381717,0.753325879573822
towel set,towels 2,8165,1646,77,0.5029057100364337,0.7529792189598083
global pandemic,pandemic stop,2314,438,42,0.6065550324696769,0.7528664469718933
password organizer,password book,1521,1466,32,0.531932873283568,0.7528001070022583
stickles glitter,glitter glue,901,3295,30,0.5085712772509732,0.7527777552604675
crib sheets,fitted crib,4962,1202,74,0.5512095172701255,0.7525562047958374
broom dustpan,dust pan,4965,1071,60,0.5378780247808378,0.7525466084480286
h11,h8 h9,5875,668,42,0.5227216411374932,0.7522590160369873
towel sets,towels 2,2162,1646,36,0.5143260724519254,0.7522188425064087
water pump,bottle pump,7332,596,39,0.5091394673976724,0.7520212531089783
ph boric,boric acid,897,2871,30,0.5171969335095425,0.7519947290420532
suppository liquid,suppositories,638,2755,34,0.5521516056906581,0.7519113421440125
period,menstrual,5587,3250,93,0.5017885261286045,0.7516666650772095
