query,title,query_count,title_count,cooccurrence,npmi,similarity
scholls shoes,scholl shoes,267,1227,12,0.5557973170079284,0.9702253341674804
cards birthday,card birthday,932,1109,18,0.5253107213685921,0.970191478729248
b jones,b. jones,670,212,31,0.6963419131798666,0.9700248837471008
scoop baking,scoops baking,1576,95,11,0.592832166736477,0.9699769616127014
mr freeze,mr. freeze,218,130,10,0.6788592780450137,0.9699504375457764
filters b,filter b,1188,173,23,0.644057965609321,0.969868779182434
rackhams treasure,rackham treasure,222,77,11,0.7169163579696951,0.9698026180267334
aunty,auntie,1698,1771,39,0.5321773400248694,0.9697259664535522
everyone,everybody,5207,492,30,0.5175144116812098,0.9697203636169434
mindstorm lego,lego mindstorms,187,530,10,0.6076596844707902,0.9696999788284302
children silverware,kids silverware,713,104,11,0.6330101188500921,0.969515323638916
purifiers home,purifier home,2830,1000,29,0.5083737190623538,0.969501495361328
dr martens,dr. martens,1993,2400,83,0.5769878823986583,0.9693027138710022
pb8,pb 8,460,45,15,0.7367730447666452,0.9692137241363524
noahs ark,noah ark,350,257,12,0.6300766556383488,0.9691759347915648
samsung s5,galaxy s5,1132,1007,45,0.6061396330316907,0.96869558095932
spiderman,spider man,16988,7021,376,0.5172410943172702,0.9686388969421388
l erickson,l. erickson,410,150,18,0.6913356588290315,0.9686093926429749
sowers series,sower series,215,30,10,0.7630389211826701,0.9683749079704284
textbook korean,textbooks korean,351,80,16,0.7255051978421974,0.9679574370384216
cookies mix,cookie mix,371,204,18,0.6791251383335816,0.9676194190979004
baby magic,babies magic,2313,143,19,0.5974319617330642,0.9675763249397278
dance shoes,dancing shoes,3469,173,11,0.5134431070171048,0.9675094485282898
writers reference,writer reference,240,123,25,0.7687067516863239,0.9675036668777466
luigis mansion,luigi mansion,689,444,32,0.6528998296178964,0.9674050211906432
triple 8,triple eight,339,204,15,0.6665546919768283,0.9671444296836852
bike gloves,bicycle gloves,2741,180,20,0.5786077644933458,0.9670581221580504
mk7,mk 7,2641,771,40,0.5586442126400375,0.9670528173446656
bike tube,bicycle tube,3952,252,25,0.5576018646057219,0.9668644070625304
bella canvas,bella+canvas,789,159,19,0.6546554600147432,0.9668338298797609
p allen,p. allen,252,75,15,0.7420687864363906,0.9667627215385436
m477fdw,m477fnw,1024,253,14,0.5833113357538445,0.9665619730949402
cats claw,cat claw,294,769,12,0.5771119631386652,0.9664393663406372
wreaths front,wreath front,5010,867,75,0.5729129836598278,0.9663317799568176
books enoch,book enoch,197,46,10,0.7437023379318384,0.9663109183311462
0.3 mm,0.3mm,442,646,11,0.5559170904108749,0.9658859968185424
aprons men,apron men,4482,720,37,0.5228854513999402,0.9658352136611938
caulk gun,caulking gun,531,704,10,0.532160744719229,0.9657577276229858
transfer paper,transfers paper,5437,146,17,0.5356767462508658,0.9657403826713562
griots garage,griot garage,226,94,16,0.7418068895812603,0.9657216668128968
toasters 2,toaster 2,1504,314,12,0.534781782981624,0.9656152725219728
rule 1,rule one,680,106,13,0.650395643302573,0.9653857350349426
slythern,slytherin,212,873,12,0.5886138272256537,0.965276539325714
hero 8,hero8,3843,526,45,0.5705146835975407,0.9652414917945862
rollercoaster,roller coaster,362,661,12,0.5738520409278197,0.9651812314987184
womens salmon,women salmon,372,67,13,0.7117039712759113,0.9651550054550172
mr men,mr. men,257,70,14,0.7379612142173596,0.9649187326431274
dolls hair,doll hair,437,541,14,0.5886170310940302,0.9648212194442748
recliners elderly,recliner elderly,2525,179,10,0.5213643144223055,0.9647881984710692
8 sweatsaver,eight sweatsaver,285,112,12,0.6896132032609429,0.964760422706604
3 pounds,3 lb,1713,792,18,0.5093059780628497,0.9647583961486816
toasters 4,toaster 4,1507,368,10,0.5097298822159867,0.9639933705329896
nmd r1,nmd_r1,286,302,13,0.6399526625254188,0.963969349861145
cc cream,cc+ cream,2466,175,34,0.637993550737046,0.9638075828552246
murphys oil,murphy oil,368,841,13,0.5662717501640238,0.9637453556060792
fifth wheel,5th wheel,1037,664,24,0.5758833564715043,0.9635766744613647
brands women,brand women,334,1282,15,0.5604208632426059,0.9634766578674316
st dalfour,st. dalfour,246,75,14,0.7364973126327895,0.9634433388710022
kays naturals,kay naturals,572,82,15,0.6891565863774336,0.9634031653404236
max 3,max3,1488,222,15,0.5755243488573186,0.9633381962776184
mr coffee,mr. coffee,1167,1536,60,0.6067349463077996,0.9631374478340148
seal wax,sealing wax,723,1006,14,0.5234592781183371,0.9631285667419434
code names,codenames,452,144,28,0.7330523959133396,0.9631266593933104
bobs burger,bob burgers,379,166,10,0.6335052257688187,0.9631043672561646
nail vitamins,nails vitamins,2374,235,14,0.538837323959072,0.9628418684005736
girly girl,girlie girl,265,66,12,0.7241852707723231,0.9628219604492188
jump rope,jumping rope,12800,604,66,0.5233728865936151,0.9627867341041564
mach 3,mach3,1119,456,52,0.6711537591982717,0.9626777172088624
nmd cs1,nmd_cs1,172,70,10,0.7275428420684774,0.9624719619750975
assassins creed,assassin creed,1204,412,56,0.6807434120233825,0.9621909260749816
natures bounty,nature bounty,253,1856,10,0.5191926362139913,0.9619688987731934
m477fdw,m477fdn,1024,253,14,0.5833113357538445,0.961808979511261
photos emily,photo emily,233,55,11,0.7333907323854001,0.9617577791213988
dr pen,dr.pen,355,83,11,0.6857829071347058,0.9617493152618408
bike basket,bicycle basket,2725,310,21,0.5512508263647152,0.9616553783416748
1.75mm,1.75 mm,2448,280,13,0.5203665613222856,0.9616151452064514
bicycle trainer,bike trainer,527,306,12,0.5965290482051429,0.9616113305091858
note 4,note4,4825,95,13,0.5435964150901819,0.9612212777137756
kid drum,kids drum,672,747,10,0.5153962270351871,0.9609072804450988
cry baby,cry babies,715,490,30,0.6382018779108727,0.9607913494110109
titos vodka,tito vodka,248,55,11,0.7298232169076727,0.9607605934143066
books adult,book adults,300,759,10,0.5603547319927282,0.9606775045394896
lampoons christmas,lampoon christmas,500,233,13,0.6226776207884342,0.9603375196456908
babys breath,baby breath,1593,289,23,0.5959121599166374,0.9603316187858582
workouts animals,workout animals,600,80,16,0.6941769715608327,0.9601587057113647
everythings argument,everything argument,93,84,16,0.8002635978414033,0.9601158499717712
ben10,ben 10,270,762,10,0.5661223137984887,0.9599689245224
cork board,corkboard,6329,552,31,0.5016839285544615,0.9595091342926024
gauge kit,gauges kit,762,254,14,0.6002172158981385,0.9591172337532043
yogury,yogurt,961,5280,40,0.502273982835123,0.9589189291000366
collectors library,collector library,120,66,11,0.760907484008228,0.9588951468467712
gullivers travels,gulliver travels,161,75,15,0.7681496572180592,0.958682656288147
nails caps,nail caps,560,1690,14,0.5081946104173269,0.9584236145019532
30x10x14,30x10 14,491,16,13,0.7783587644312999,0.9582597017288208
levis boys,levi boys,248,542,11,0.5989978049121948,0.9581913948059082
brother tn730,brother tn760,1026,986,15,0.5103715378949658,0.9581501483917236
28 mm,28mm,460,598,12,0.5658401030957276,0.9581479430198668
puzzles toddlers,toddler puzzles,3043,292,14,0.5118512817579006,0.9580415487289428
three stone,3 stone,2349,1128,30,0.5154696280535951,0.9579693078994752
los lakers,angeles lakers,518,521,13,0.5741781202270653,0.9579219222068788
active 2,active2,6198,726,38,0.5049244786652151,0.9578572511672974
plastic baby,plastic babies,754,971,13,0.5165618671257779,0.957712173461914
tweezers extensions,extension tweezers,690,667,14,0.5499947604095629,0.957622528076172
goddards silver,goddard silver,344,76,10,0.6834461550792716,0.9575877785682678
base 10,base ten,651,107,14,0.6594695887348594,0.9575634002685548
woman tribal,tribal women,225,196,15,0.6927450216992492,0.9574361443519592
k jacques,k.jacques,300,50,10,0.7150417705586857,0.957406222820282
cursive handwriting,cursive writing,3049,352,22,0.5412932821284123,0.9570804834365844
daves killer,dave killer,646,468,33,0.6567229625466361,0.9570281505584716
aid battery,aid batteries,455,546,17,0.6037975698580231,0.95687997341156
dr.scholls,dr. scholl,310,2428,16,0.5333449409577204,0.9567298293113708
aus10,aus 10,610,84,10,0.6451778323148252,0.9566171765327454
weimans stainless,weiman stainless,929,217,26,0.657341229359311,0.9565886855125428
fermenting,fermentation,1483,835,33,0.5706948481884945,0.956507682800293
mr heater,mr. heater,346,392,15,0.6273435380972391,0.9564530849456788
minecraft legos,lego minecraft,475,1022,17,0.5645135579121512,0.956437051296234
st louis,st. louis,584,1142,18,0.5510879796173556,0.9563444256782532
charge4,charge 4,210,1266,10,0.5515431389248342,0.9560863971710204
j491dw,j497dw,789,68,10,0.6425618794844066,0.9560745358467102
natures bakery,nature bakery,600,126,14,0.6547225747707223,0.9559251666069032
boyers coffee,boyer coffee,542,30,10,0.710454700878842,0.9558497071266174
bb8,bb 8,516,582,12,0.5607968417400999,0.955804169178009
30x20x1,20x30x1,529,643,11,0.545909123093008,0.9557762742042542
hotpot pot,hot pot,421,1278,17,0.5584822356947081,0.9557703733444214
paddle board,paddleboard,2373,240,14,0.5376410722122721,0.9556087851524352
wii nintendo,wii wii,422,536,10,0.5607326249668019,0.9553871154785156
mini pc,mini computer,5551,212,22,0.5358084415256458,0.9552250504493712
bobs burgers,bob burgers,951,166,24,0.6640352834052041,0.955090343952179
teals epsom,teal epsom,1010,189,14,0.601018976912829,0.9548271894454956
drooler bibs,drool bibs,1404,392,13,0.5330372436859037,0.9547783136367798
puff cereal,puffs cereal,277,88,12,0.70510811943552,0.9546904563903807
accupressure mat,acupressure mat,497,139,10,0.6281855444373007,0.9546775817871094
bike light,bicycle light,3243,287,15,0.5152231887613183,0.9543613195419312
ku jayhawks,kansas jayhawks,316,56,10,0.7056417057059473,0.9542416334152222
natures way,nature way,903,1341,27,0.5530442791926079,0.9541465044021606
stroller yoyo,yoyo+ stroller,233,65,13,0.7404638323021202,0.9539949297904968
natures sunshine,nature sunshine,271,263,13,0.6510456511630093,0.9538832902908324
plugs gap,plug gap,1112,338,44,0.6728025506641508,0.9538686871528624
tweezer tongs,tweezers tongs,1402,60,11,0.6257980813235153,0.9537972807884216
waxing strips,wax strips,565,1446,14,0.5167199225893797,0.9537396430969238
c earbuds,c earphones,2501,126,16,0.5842202671184895,0.9534831047058104
wd black,wd_black,543,411,12,0.5778572007937351,0.9534617066383362
sledgehammer,sledge hammer,535,940,18,0.5676972582706895,0.9533793926239014
women within,woman within,422,1251,16,0.5540704760196833,0.9532978534698486
65 birthday,65th birthday,508,72,11,0.6734210768636293,0.9532651305198668
eiffle tower,eiffel tower,896,1277,35,0.5811942276843842,0.9530416131019592
nurses save,nurse save,1281,168,24,0.6454900866444239,0.9529908895492554
plastic knifes,plastic knives,448,587,11,0.5606225597095656,0.9529759883880616
star musicards,stars musicards,272,110,10,0.6757738777338094,0.9528104066848756
bike bell,bicycle bell,1463,164,26,0.646870805918316,0.9527811408042908
cinnamon ceylong,ceylon cinnamon,572,1763,23,0.5491019721309449,0.9526975154876708
ut longhorns,texas longhorns,375,1077,12,0.5437704562621688,0.9526772499084472
makers countertop,maker countertop,2825,200,13,0.5315224353043622,0.952602207660675
massagers handheld,handheld massager,1303,363,10,0.5187798114281542,0.9523689150810242
butts lifter,butt lifter,391,843,12,0.5554468622373492,0.9522557854652404
diapers dogs,dog diapers,520,2761,18,0.5059749446731058,0.952081561088562
denture cleaner,denture cleanser,675,106,20,0.6929247471838768,0.9516768455505372
headband wig,wigs headband,4595,131,10,0.505068635076234,0.951673686504364
t580,t587,2884,200,14,0.5369046265717023,0.9516279697418212
flags stand,flag stand,706,412,10,0.5464296998126239,0.9515674710273744
20mg,20 mg,1238,318,28,0.6243298051549871,0.9514387249946594
waxed paper,wax paper,625,203,10,0.5936142189273601,0.9513378143310548
600 watt,600w,1298,1687,26,0.5138936619876753,0.951202154159546
australia pink,australian pink,870,107,14,0.6426562972222264,0.9510941505432128
drink dispenser,beverage dispenser,1250,582,13,0.5169284403923224,0.9509540796279908
charlottes web,charlotte web,300,114,16,0.7139841656198608,0.950903058052063
feet cream,foot cream,450,2148,13,0.5005226686158576,0.9507715106010436
packing cubes,cube packing,6632,126,15,0.5214981281024762,0.9504173994064332
gift sister,sister gifts,2064,1112,31,0.5272200332150415,0.950285792350769
dancing socks,dance socks,562,60,10,0.6689741930523674,0.9501935243606568
supert pets,super pets,176,85,17,0.7685639153177513,0.9501896500587464
earwax removal,earwax remover,1906,342,14,0.5298123809177844,0.950106680393219
worlds best,world best,1110,584,17,0.5475556867688129,0.9499889612197876
tangler teezer,tangle teezer,360,766,13,0.572933363426411,0.9499210715293884
crockpot,crock pot,833,3175,28,0.5092653326851597,0.9498414993286132
okidat b721,okidata b721,522,80,16,0.7023144088574007,0.9497111439704896
dart board,dartboard,1956,1275,38,0.5412456450815398,0.9496216177940368
eyed sunglasses,eye sunglasses,1029,988,24,0.5525622269257631,0.949618399143219
witches hat,witch hat,360,533,12,0.586539076997901,0.9493541121482848
womens superlite,women superlite,1017,341,14,0.5664023764353795,0.9491245746612548
wifes arm,wife arm,680,171,19,0.6591363133815452,0.9491057991981506
lego. technic,lego technic,417,1557,15,0.5361876712537332,0.9488736987113952
black decker,black+decker,13547,5245,312,0.5338479709941261,0.948813498020172
books brunetti,brunetti book,236,234,18,0.6976688985789832,0.9487808346748352
vitamin water,vitaminwater,709,43,11,0.6838332056017867,0.9486703872680664
frames pressed,frame pressed,1734,129,17,0.6099499806811802,0.948564112186432
locker shelves,locker shelf,1055,293,21,0.610943162045002,0.948555588722229
j west,j.west,884,621,13,0.5331847075962713,0.948488473892212
magnet hooks,magnetic hooks,952,399,24,0.611485030177175,0.94842791557312
pins set,pin set,836,399,11,0.5470266111190523,0.9484184980392456
frog toggs,frogg toggs,386,596,14,0.5901984071283162,0.9483075141906738
q7+,q7 plus,595,171,13,0.6304957921418095,0.9479750394821168
tricycle adult,adult tricycles,624,900,10,0.5090141081451406,0.9473729133605956
wrights silver,wright silver,290,103,11,0.6850023051333413,0.9472561478614808
uf gators,florida gators,341,596,15,0.6038008825187446,0.9472182393074036
automatic open,auto open,1623,521,17,0.5319711339889688,0.9471975564956664
cozy mysteries,cozy mystery,532,292,18,0.6368165578503411,0.9471547603607178
t580,t585,2884,362,27,0.5619840766727381,0.9467792510986328
womens carhartt,carhartt women,458,1308,10,0.5053414802245167,0.946642279624939
legends zelda,legend zelda,278,2659,15,0.5286360393593552,0.9465608596801758
university buckeyes,state buckeyes,248,2233,10,0.5098111583088178,0.9464309215545654
shoe covers,shoes cover,5228,96,18,0.5678157779145119,0.9463248252868652
bags tissue,bag tissue,610,209,12,0.6100332495097326,0.9463098049163818
backpacks teen,backpack teen,3029,277,16,0.5269985897656982,0.946134090423584
pedaler exerciser,pedal exerciser,484,941,12,0.5368648554561459,0.9461008310317992
sleds snow,snow sled,494,66,11,0.6799944067242656,0.9460355639457704
us divers,u.s. divers,1379,150,15,0.6027748182781597,0.945993959903717
chacos women,chaco women,640,377,33,0.6704848148821052,0.9459689259529114
hooks circles,circle hooks,694,994,11,0.5054780799239311,0.945887565612793
steak knives,steak knife,5153,2031,100,0.5449773665766415,0.9457827210426332
learning read,learn read,561,326,10,0.5728188491596805,0.9456400871276855
eyeliner lashes,eyelashes eyeliner,970,364,10,0.5354075166855349,0.9455808401107788
littleest,littlest,340,1275,13,0.5468176249524678,0.9455660581588744
tablecloth plastic,plastic tablecloths,1273,344,10,0.5231619335388039,0.945560872554779
st ives,st. ives,1430,885,37,0.5803990794945986,0.9455415606498718
filipino flag,philippines flag,546,42,11,0.7001163613567368,0.9455093741416932
dodge ball,dodgeball,437,699,11,0.5520588538697386,0.9451917409896852
14 birthday,14th birthday,1679,589,69,0.6590794996048163,0.9451499581336976
85 th,85th,1446,425,59,0.6727411142177542,0.9451492428779602
swim caps,swimming caps,2260,243,19,0.5675040167243746,0.9451379179954528
daybeds trundles,daybed trundle,392,1372,11,0.5197116233583515,0.9451349973678588
knee board,kneeboard,349,80,16,0.7258390990194187,0.9447892904281616
mezza rigatoni,mezzi rigatoni,277,39,13,0.7599684207915539,0.9447580575942992
ryans world,ryan world,1222,1105,33,0.5654116524084115,0.9445664882659912
jworld,j world,358,159,16,0.6842153384309507,0.9445101618766784
speaker phone,speakerphone,407,718,19,0.6047429799812644,0.944445013999939
tags luggage,luggage tag,870,1205,20,0.5339857366360082,0.9444364309310912
fakes nose,fake nose,569,1498,15,0.52034417179065,0.944250464439392
budget envelopes,envelopes budgeting,1513,110,13,0.6020855354430241,0.9442242383956908
bunionette corrector,bunion corrector,1641,1197,24,0.5131440958429226,0.944145917892456
juice wrod,juice wrld,259,1298,10,0.5381965673782036,0.9438562393188475
wipes warmer,wipe warmer,542,1033,12,0.5250002903048298,0.943725049495697
folger black,folgers black,326,123,15,0.6982830195455015,0.9436732530593872
wig caps,caps wigs,1939,202,10,0.5295074446165878,0.9436634182929992
dancefloor,dance floor,354,809,12,0.5635254322888732,0.943605661392212
y.s park,ys park,282,358,11,0.6153660249597331,0.9434045553207396
baldurs gate,baldur gate,176,42,14,0.7895297886870073,0.9433413147926332
doll truly,dolls truly,249,434,10,0.6027396992895958,0.9431772232055664
santas white,santa white,470,116,12,0.6588493653896493,0.9429774284362792
miltons gluten,milton gluten,378,98,11,0.6726940763303741,0.942935347557068
kurtis women,kurti women,834,301,23,0.6321167424127043,0.9428706169128418
uvi ursi,uva ursi,376,97,19,0.7275735165317384,0.9427857398986816
rw knudsen,r.w. knudsen,301,82,13,0.7122672610593923,0.9426888823509216
disney scented,disney scents,1035,55,11,0.6481276694634892,0.9426417946815492
hakuba matata,hakuna matata,426,638,13,0.5737709735794821,0.9426136612892152
rugs 8,rug 8,921,1429,24,0.537110923416478,0.9422413110733032
tea probiotics,probiotic tea,1079,48,11,0.6535311757945321,0.9422400593757628
urns human,urn human,2977,402,20,0.5261473329258219,0.9421693086624146
carols daughter,carol daughter,1179,307,26,0.6221442704652705,0.9419429898262024
wipe dispenser,wipes dispenser,361,801,11,0.5551949266805659,0.9419302940368652
zipline,zip line,2684,305,38,0.6098037101325562,0.9417818188667296
waxing sticks,wax sticks,1230,237,17,0.5944202157665834,0.9417474865913392
faces custom,custom face,381,95,10,0.664946051154783,0.941726565361023
bath seat,bathtub seat,1858,224,12,0.5420440886839424,0.9416611790657043
magnet gun,magnetic gun,741,103,10,0.6225174910432639,0.9415650367736816
pikes place,pike place,432,299,11,0.6012750565235869,0.9415591955184937
board combo,board combination,2614,154,14,0.5577578474754348,0.9415519833564758
beaded garlands,bead garland,1697,382,43,0.6366147420875835,0.9415044188499452
buns hair,hair bun,1261,872,24,0.5478684880462108,0.9412696361541748
men sexy,mens sexy,4084,189,12,0.5065483190588436,0.9412064552307128
spf30,spf 30,1613,3393,45,0.5085724512581298,0.9411645531654358
heros olympus,heroes olympus,211,110,14,0.7231897747720071,0.9409611821174622
ap13b3k,ap13b8k,943,13,13,0.752668978160521,0.9409335851669312
dales steak,dale steak,465,457,11,0.5728075924529319,0.9408751130104064
grey away,gray away,630,887,20,0.5712350360444138,0.9407734870910645
480 watt,480w,320,218,11,0.6365013535752063,0.9407343864440918
50 shades,fifty shades,352,1101,23,0.606191981085671,0.940482258796692
amazon gift,amazon.com gift,2641,1711,91,0.5901248283164389,0.9403087496757508
g7x,g7 x,2825,194,43,0.6470280523573951,0.9402470588684082
levis girls,levi girls,300,189,12,0.6565962977227074,0.940159022808075
womens reef,reef women,244,591,15,0.6237760332283072,0.9401100873947144
glue wigs,wig glue,403,538,10,0.5631407770571095,0.9400599598884584
9v battery,9v batteries,1848,190,10,0.5357240938451808,0.939940631389618
natures path,nature path,382,165,11,0.6423023258865515,0.9396876096725464
womens movado,movado women,698,161,22,0.6756509392977732,0.9396820664405824
biking gloves,cycling gloves,817,449,12,0.5492986633810034,0.9395802021026612
eyeglasses nose,eyeglass nose,718,213,12,0.5995761489029736,0.939556360244751
250 ml,250ml,644,1661,14,0.5010947526798198,0.9394266605377196
swimmer diapers,swim diapers,1088,927,17,0.5216347070842478,0.9393437504768372
smt510,sm t510,842,707,14,0.5350747836815274,0.9392390251159668
baby toothbrush,toothbrush infant,2303,150,10,0.5366499559114534,0.939073920249939
slower feeder,slow feeder,1715,2491,43,0.5196811733343175,0.93898606300354
snore chin,snoring chin,766,491,18,0.5847907443698265,0.9389663934707642
collar bells,collars bell,1285,227,10,0.5462690158067234,0.9389001727104188
kids made,kid made,417,640,11,0.5597799263458352,0.9388360977172852
dr mcstuffins,doc mcstuffins,183,1830,13,0.5617176812619243,0.9386461973190308
girly,girlie,5741,88,12,0.5309057218596114,0.9384207725524902
treehouse,tree house,731,1237,24,0.5595747720415943,0.9383665323257446
jigs tungsten,tungsten jig,446,99,11,0.6626544676814045,0.9383400678634644
40v,40 volt,1685,344,18,0.5593414007602716,0.9383306503295898
