query,title,query_count,title_count,cooccurrence,npmi,similarity
ウィンチ,ウインチ,26,26,23,0.9819758238348972,0.9491702318191528
ユカヌバ,ユーカヌバ,13,33,11,0.9117498676707445,0.9479844570159912
microsd,microsdxc,1285,508,35,0.523806841083224,0.9475725889205933
ギブン,ギヴン,10,21,10,0.9486090380107447,0.9472094774246216
釣り堀,釣堀,14,22,11,0.9348541483187764,0.9468610286712646
アイブロー,アイブロウ,111,966,26,0.6241915817602227,0.9462490081787109
替え芯,替芯,142,483,29,0.6708706064810078,0.9461219906806946
エブリイ,エブリィ,139,371,12,0.587446722106414,0.945641040802002
pix,pixark,96,22,11,0.8006108936105117,0.9456303715705872
ソファー,ソファ,4585,3286,442,0.5919241399175219,0.9456298351287842
焼き肉,焼肉,176,702,20,0.582875048789824,0.9453921914100647
焼肉,焼き肉,702,176,10,0.5068788954776977,0.9453921914100647
ファブリーズ,ファブリーズメン,268,32,14,0.732025860107757,0.9449237585067749
アイイスオーヤマ,アイリスオーヤマ,12,3892,11,0.5847249575264559,0.9446921348571777
スタットレス,スタッドレス,14,39,14,0.9273434432063481,0.944591224193573
ハタケヤマ,ハタケ,18,54,13,0.8765793598547343,0.9443985223770142
リュック,リュックサック,6419,1578,297,0.5705703754487682,0.9428771734237671
cnf,cn,16,578,27,0.8110298812538989,0.9423692226409912
sence,sense,55,7787,105,0.6971949726082696,0.9421873092651367
靴擦れ,靴ずれ,141,130,16,0.6942018940369341,0.9416555166244507
ジギングロッド,ショアジギングロッド,78,39,11,0.7751692023535081,0.9398806095123291
キャンディ,キャンディー,345,312,10,0.5164285716123734,0.9396893382072449
ボボボーボボーボボ,ボーボボ,24,49,22,0.9349541106759719,0.9395564794540405
ブラックウォーグレイモン,ウォーグレイモン,17,15,15,0.9910799425803839,0.9395132064819336
手提げ,手提,1164,126,25,0.5963155158363955,0.9393163919448853
爪やすり,つめやすり,395,36,12,0.6778213103168803,0.9391780495643616
形崩れ,型崩れ,32,544,12,0.6636309669122198,0.9372844696044922
キャプチャー,キャプチャ,391,154,12,0.5765742992526592,0.9371996521949768
キャプチャ,キャプチャー,154,391,62,0.7818531961404778,0.9371996521949768
vr,vrg,1633,93,27,0.6028597685467204,0.9371132254600525
ジッポ,ジッポー,53,72,15,0.7982520092286075,0.9364769458770752
ドラゴンボールヒーローズ,スーパードラゴンボールヒーローズ,15,54,13,0.8894417749355992,0.9364022016525269
ジャー,ジャージャー,942,79,16,0.5938834730304388,0.9355976581573486
っこ,っコ,237,1093,50,0.6382279685984968,0.9355011582374573
アイエッポナイト,アイエッポ,17,17,17,1.0,0.9341483116149902
割,割り,361,104,11,0.5999473234587581,0.9338701367378235
セレクタ,セレクター,32,291,11,0.6971602952255828,0.9337440133094788
オナ,オナホ,1044,542,62,0.6042192193134465,0.9334313273429871
hdml,hdmi,26,9318,70,0.6877155819044674,0.9324007034301758
cheer,cheerleader,74,11,11,0.8670899832393548,0.9323379993438721
ウインカー,ウィンカー,756,298,35,0.6044979813616546,0.9321316480636597
ウィンカー,ウインカー,298,756,20,0.5391673384397364,0.9321316480636597
auditionblue,audition,15,15,15,1.0,0.9321075081825256
子猫,子ねこ,391,112,24,0.680636261812003,0.9320545196533203
ちゅー,ちゅ,44,79,11,0.7658700245894794,0.9316784739494324
ガンガン,ガン,19,4812,30,0.6535659505870974,0.9316250681877136
サンワサプライ,サンワ,24,1439,22,0.6873192929159122,0.9304306507110596
トリートメントラックス,トリートメント,17,3274,10,0.5621140426542662,0.930007815361023
ルイビィトン,ルイヴィトン,15,282,11,0.7521813879724633,0.9298651814460754
dentex,dent,17,155,15,0.8246437389683164,0.9296755790710449
dcdc,dc,86,6470,60,0.6013881426125882,0.9295929670333862
ヴァンズ,バンズ,68,157,14,0.7164924836746989,0.9295619130134583
うん,うんこ,69,226,18,0.720282654863777,0.9292983412742615
janjan,jajan,24,66,16,0.8695126870808207,0.928924024105072
骨骨,骨,11,1960,27,0.7480693856690057,0.9287872314453125
vivian,vivienne,16,168,10,0.7720194097847709,0.9287734627723694
焼鳥,焼き鳥,59,91,13,0.7560099823428666,0.9285117387771606
ニベア,ニベアメン,480,147,14,0.582564909721983,0.928454577922821
redominote,redmi,21,469,34,0.8378605364528269,0.9282407760620117
テンキー,テンキーレス,411,182,14,0.5784245877179583,0.9281749129295349
ロレアルパリ,ロレアル,47,278,14,0.7021658195799959,0.9279581308364868
掛け軸,掛軸,62,15,15,0.8988654958217912,0.9278066158294678
ジギングロッド,ジギング,78,83,16,0.7687158511293883,0.9269129037857056
替え刃,替刃,59,912,17,0.6241502265824851,0.9266093969345093
mdmi,hdmi,15,9318,31,0.6257413430157863,0.9261327385902405
ディーセスエルジューダ,エルジューダ,16,283,16,0.7943126797843477,0.9260402917861938
やすり,紙やすり,100,155,25,0.7625260819146855,0.9255421161651611
firetv,fire,24,965,16,0.6774563017183958,0.9249322414398193
アンヴィル,アンビル,197,106,33,0.776970153747928,0.9245635867118835
デスクチェア,チェア,353,6424,89,0.538244951308432,0.9242909550666809
oppor,oppo,135,1061,15,0.5398872890018889,0.9241671562194824
シュシュ,シュ,221,358,22,0.6265852606869504,0.9241213202476501
zenfone,zen,1061,102,12,0.5354456993486812,0.9238715767860413
ウエーダー,ウェーダー,38,355,52,0.8743228908940297,0.9236690998077393
曇ら,曇り,886,907,47,0.5425315840895099,0.923529326915741
ssd,sdssde,3676,60,16,0.5160956102842468,0.9232110977172852
ウェット,ウエット,1490,341,40,0.5585983344259803,0.9229257702827454
ウエット,ウェット,341,1490,33,0.5359579884958322,0.9229257702827454
switchlite,switch,21,6336,10,0.5017457396834684,0.9226516485214233
長谷,長谷部,124,51,12,0.7346651628330089,0.9225813150405884
抱き枕,抱きまくら,970,88,18,0.5975336620868159,0.9224202036857605
靴ひも,靴紐,1432,2005,113,0.5491750543999837,0.9221406579017639
靴紐,靴ひも,2005,1432,184,0.6147119221550874,0.9221406579017639
トースター,トースト,715,198,27,0.608083267157583,0.9220488667488098
まつ毛,まつげ,267,386,37,0.6708567941125099,0.9216814041137695
まつげ,まつ毛,386,267,12,0.5388728915038395,0.9216814041137695
ドライヤー,ドライヤ,1187,95,39,0.6707026875892182,0.9210674166679382
キムラ,キムラタン,12,36,12,0.9229303379043373,0.9204737544059753
ダブ,ダヴ,17,358,17,0.7808706684527776,0.9203459024429321
タント,タントカスタム,253,57,16,0.7113746321189427,0.9199752807617188
dosv,dos,34,153,34,0.8861697959943503,0.9197888374328613
窓拭き,窓,28,3641,18,0.5847110010160005,0.9196305871009827
漬け,漬,197,163,23,0.6981841608089632,0.919594943523407
岸部,岸辺,17,75,14,0.8671985009012685,0.9194920063018799
オニツカタイガー,オニツカ,44,155,24,0.8177576210853228,0.9194411039352417
nova,noval,909,128,30,0.635492838029254,0.9194387197494507
鍋蓋,鍋,196,1978,39,0.5762638992512474,0.9194002747535706
芝刈り,芝刈,91,91,15,0.7430367735839564,0.919223964214325
ロロ,ロロノア,28,57,12,0.8312538090865574,0.9189748764038086
タバコ,たばこ,3077,648,94,0.5556878964259784,0.918683648109436
ペリ,ペリペラ,29,44,11,0.8357462972482544,0.9180405735969543
オナホール,オナホ,289,542,18,0.5537005107963244,0.91757732629776
革紐,革ひも,122,44,10,0.7241110937274722,0.9175386428833008
子機,親機,853,237,22,0.5578514797084426,0.9172728061676025
つめとぎ,爪とぎ,113,425,22,0.6631616501404,0.9171817302703857
爪とぎ,つめとぎ,425,113,28,0.6930771115370086,0.917181670665741
childincar,child,18,82,11,0.8255937732068154,0.9170400500297546
イヤホ,イヤホン,73,18026,121,0.6233688879505822,0.9168075919151306
デリケートゾーン,デリケート,18,230,10,0.7421035784471613,0.916543185710907
ケーニヒス,ケーニヒスクローネ,10,30,10,0.923903625058171,0.9161445498466492
ropping,topping,13,18,14,0.9874327411448972,0.9145287871360779
軍艦,艦船,70,64,21,0.8307190220915086,0.9143993854522705
ケジャン,カンジャンケジャン,74,44,23,0.8664188113008312,0.9138917922973633
縮れ毛,縮毛,41,111,36,0.9045266890245093,0.9138171076774597
snowpeak,snow,16,394,16,0.7706210266465088,0.9124676585197449
む,むし,781,59,12,0.5953432507047192,0.912431001663208
髭剃り,剃り,333,490,27,0.5975209547218778,0.9123080372810364
hannga,hanger,47,184,13,0.7223807255371973,0.9121639132499695
ライトショアジギング,ショアジギングロッド,56,39,10,0.7864017383986298,0.9121304750442505
白髪染め,白髪,185,111,11,0.6420189276431815,0.9119884967803955
マシ,マ,51,965,10,0.570635644691869,0.9118425250053406
血糖,糖尿,393,171,13,0.5777298939769017,0.9116159677505493
教員,教職,314,73,10,0.6235618135972004,0.911562979221344
ちゃんこ,ちゃん,49,4059,14,0.5090722771510434,0.9113724827766418
シャーロックホームズ,ホームズ,21,51,23,0.948151363821173,0.9113389849662781
ホチキス,ホッチキス,381,380,26,0.6019185234705807,0.9112542271614075
ホッチキス,ホチキス,380,381,21,0.5769368650089959,0.9112541675567627
ニキビ,ニキビ跡,646,115,10,0.5421134757261137,0.9110202193260193
シガー,シーガー,1216,71,25,0.635506729056871,0.9108902215957642
オムツ替え,おむつ替え,81,77,44,0.9097005781725402,0.910754919052124
vuejs,vue,14,33,15,0.9487256040340982,0.9104332327842712
なわ,なわとび,87,939,34,0.6777497622090224,0.9102049469947815
グリス,グリース,145,149,15,0.6746940706407878,0.9100282788276672
グリース,グリス,149,145,11,0.6384772524787671,0.9100282788276672
cdr,cd,34,7127,16,0.5093597055828941,0.9096353650093079
ベイ,ベイビー,569,391,47,0.642168183695997,0.9089325070381165
ヒオ,ヒオリエ,43,88,14,0.7900505782214396,0.9089217185974121
サラヤ,サラ,144,554,11,0.5473940347246778,0.9087672829627991
960,970,354,90,11,0.6113937383356437,0.9087615013122559
ほこり取り,ほこり,51,680,11,0.6054801287806034,0.9084745049476624
除湿,調湿,1158,69,11,0.5472839944489117,0.9079223871231079
リンド,リンドバーグ,79,44,11,0.7658700245894793,0.9077564477920532
マシ,マシュ,51,35,10,0.8003754174172916,0.9077425003051758
sunt,suunto,16,63,20,0.9327516797784312,0.907713770866394
イロ,イロカ,79,65,14,0.7683992146475067,0.90693199634552
とり,取り,850,1605,112,0.6099294345474707,0.9060685634613037
レオノールグレイユ,レオノール,16,15,15,0.9954005044876846,0.9060682058334351
aquosshv,aquos,28,5828,56,0.689175609619258,0.9058761596679688
魔道,魔導,53,66,10,0.753775189068483,0.9058751463890076
iwc,iw,28,49,13,0.8522636625193913,0.9054045081138611
ロイヤルカナン,カナン,16,515,15,0.7433905017175928,0.9053778648376465
ヴィトン,ルイヴィトン,214,282,21,0.6408343491472739,0.9052886962890625
ルイヴィトン,ヴィトン,282,214,22,0.6464269597109381,0.9052886962890625
水遊び,水あそび,593,46,11,0.6222201834989068,0.9049882888793945
シマ,シマノ,116,1579,31,0.6054204727196408,0.904841959476471
シャーロックホームズ,シャーロック,21,22,18,0.9743798898682929,0.9046093225479126
パームスジグ,パームス,14,78,14,0.8781863174832902,0.9045570492744446
ミズ,ミズノ,61,2306,45,0.672094215447674,0.9044094085693359
アイブロウ,ブロウ,966,231,22,0.5506154684971336,0.9039317965507507
フォシル,フォッシル,11,30,11,0.9300435361647429,0.9039314389228821
取る,とる,33,220,11,0.7145168292125478,0.9038747549057007
チャイナドレス,チャイナ,20,230,29,0.8729308805692126,0.9036484956741333
ボナンザスプレー,ボナンザ,28,16,16,0.9599333260665949,0.9034587144851685
いえ,言え,232,522,18,0.5722781400973793,0.9033905267715454
アルビ,アルビオン,22,39,18,0.9296817577947215,0.9032953381538391
ファー,ファーファ,1115,131,58,0.7025913831462777,0.9032037258148193
注入,注射,170,33,11,0.7324942784785471,0.903113842010498
ssd,wds,3676,64,21,0.5414869518479206,0.9030616283416748
ssd,ssph,3676,29,10,0.5170984623668491,0.903018593788147
sc,scg,3809,351,77,0.5628959023255579,0.9028047323226929
眉毛,眉,1061,496,37,0.5466673046781868,0.9026925563812256
眉,眉毛,496,1061,68,0.6218487183847918,0.9026923775672913
巻取り,巻き取り,78,448,16,0.6480071157183197,0.9023940563201904
ザセムアイシャドウ,ザセム,14,11,11,0.9831846813067574,0.9020123481750488
ダイワレグザ,ダイワ,11,1013,11,0.6846439082753194,0.9018779397010803
抱っこ紐,抱っこ,435,149,26,0.6615314732478493,0.9015028476715088
ハリ,ハリオ,326,372,21,0.5898742191150541,0.9010874032974243
ティン,ティント,27,787,16,0.6836219863040236,0.9010791778564453
ビレロイボッホ,ビレロイ,22,15,15,0.9727051206867825,0.9008511900901794
はん,はんだ,249,205,23,0.664113162987383,0.9008208513259888
フレグランスニュービーズ,フレグランス,40,697,35,0.7629790074643562,0.9005495309829712
tjhiroshima,hiroshima,35,31,30,0.9859848983865367,0.9004793763160706
ふん,除け,41,354,22,0.7508338476996346,0.9004201292991638
982,973,120,117,10,0.6575150426521278,0.9003213047981262
usbhub,usb,16,51055,47,0.5412601605364182,0.9002231359481812
かき氷,製氷,345,489,24,0.5811866652363293,0.8997562527656555
軍,軍隊,529,106,16,0.614147187381377,0.8996844291687012
ハワイアン,ハワイ,361,444,16,0.5389509068902597,0.8996366262435913
猫砂,砂,223,467,19,0.5893791286031893,0.8990897536277771
モスキートコースト,モスキート,14,53,11,0.873547406789174,0.8988271355628967
せ,せん,3083,180,27,0.5064706985145815,0.8987339735031128
殺虫,捕虫,522,157,16,0.5869772310762491,0.898520827293396
フレディマーキュリー,フレディ,16,17,10,0.9306903267621642,0.8984719514846802
おーい,おー,29,427,29,0.7988777728897914,0.898317277431488
ローヤルカナン,カナン,32,515,31,0.7864129540450769,0.8981635570526123
アバクロ,アバ,96,274,15,0.6606689047334418,0.897921085357666
ハンチョウ,ハン,17,51,11,0.8626917501302199,0.8977275490760803
beblues,blues,34,197,34,0.8670402063352906,0.8976544737815857
洗米,精米,31,736,17,0.6858451741534256,0.8974214792251587
グホイヤー,ホイヤー,82,155,53,0.881783067170592,0.8972612619400024
hangstock,hang,13,30,13,0.9410044024032922,0.8970059156417847
かわいけれ,可愛けれ,14,156,13,0.8194667221791286,0.8967279195785522
いお,い,10,6272,10,0.5538399148749092,0.8965953588485718
マキ,マキタ,45,995,15,0.6227596889810878,0.8961995244026184
ゃばけ,ばけ,60,386,19,0.6983526984355025,0.8961700201034546
問,答,1077,132,14,0.5328850612095781,0.895845353603363
答,問,132,1077,15,0.5404221737912485,0.8958452343940735
タナベ,ナベ,60,148,13,0.7205130755921524,0.8955943584442139
シリ,シリオ,115,44,14,0.7694426676277718,0.8955434560775757
bulk,bulkhomme,34,78,14,0.8152598915604508,0.8955334424972534
ポリ袋,ごみ袋,773,221,12,0.503421262978574,0.8950947523117065
ラギッドアーマー,ラギッド,15,107,15,0.8599752466039959,0.8949068784713745
ダイヤモンドザイ,ダイヤモンド,12,1637,12,0.6551536740799859,0.8947614431381226
ギブス,ギプス,127,141,26,0.7569463204948715,0.8947291374206543
ヴィヴィアン,ヴィヴィアンウエストウッド,64,234,20,0.7364124318745852,0.8945347666740417
コーセープレディア,コーセー,16,160,10,0.775398904684297,0.894214391708374
実技,技能,24,130,10,0.7616963254460564,0.8942106366157532
くじ引き,くじ,45,541,20,0.7010603780775146,0.8939355611801147
ピュアンヘア,ピュアン,14,13,13,0.9947718332631419,0.8939294815063477
ピーリング,ピール,376,181,24,0.6481269586550388,0.8939247727394104
チェンソー,チェン,20,129,13,0.8077112199128796,0.8934662342071533
紙,襖紙,5711,30,15,0.527122941565118,0.8932703137397766
グーグル,グー,295,399,13,0.5381903263571204,0.8932477235794067
ジョン,ショートジョン,225,24,12,0.7457458523765411,0.8931246399879456
氷嚢,氷のう,44,53,11,0.7937016595064545,0.8930635452270508
マキタ,マキタバッテリー,995,35,10,0.5945921540840516,0.8930385112762451
布地,布,148,3272,30,0.5285847838169638,0.8930212259292603
マロ,マーロ,30,95,12,0.790578480795687,0.8929426670074463
メゾンドフルール,メゾン,16,346,16,0.7799223137703023,0.8928515911102295
トラス,トラスコ,275,792,16,0.5169971964346004,0.8928136229515076
片付け,片づけ,140,117,17,0.7096758452462398,0.8926677107810974
缶,缶切り,3640,213,52,0.5575273105529113,0.8926542401313782
ダボ,木ダボ,197,34,15,0.7581565012731362,0.8924283981323242
捕り,ネズミ捕り,37,29,12,0.8591070343053792,0.8920261859893799
keyfinder,key,25,299,11,0.7124819189490391,0.892017126083374
エクステ,エクステンション,349,162,17,0.6205913970751809,0.8915483355522156
サプリ,サプリメント,1063,1074,60,0.544551714484033,0.8911993503570557
狐,狐面,434,207,14,0.5654348680709906,0.8908928036689758
アビレックス,アヴィレックス,26,54,11,0.8290808108073635,0.8904694318771362
モータータミヤ,タミヤ,16,737,15,0.7178467533796417,0.8903141021728516
ゴミ袋,ポリ袋,820,773,49,0.5660029594338605,0.8902071118354797
nova,novalite,909,117,23,0.610155141647899,0.8901513814926147
うもれ,もれ,18,347,15,0.7631357948529217,0.8901134729385376
ガスコン,ガス,26,4169,41,0.6801518341579431,0.8899760246276855
レギパン,レギンス,39,862,16,0.6507768463379113,0.8898229598999023
msfactory,factory,35,512,35,0.7965029987286342,0.8896946907043457
ど,どろ,1409,723,63,0.559580399802913,0.8895673155784607
motorola,moto,71,478,15,0.642508939764099,0.8894821405410767
國,黎,95,131,13,0.6967019108584268,0.889453113079071
バイブレータ,バイブ,16,1189,19,0.7126130505084035,0.8893680572509766
ミレ,ミレー,25,72,25,0.9217658557071651,0.8891808390617371
ダリア,ダリヤ,124,63,10,0.6981221371793906,0.888724148273468
宅配,配達,677,465,23,0.5303864672795485,0.8886465430259705
プレイヤー,プレーヤー,825,2882,223,0.6587452740952302,0.8885358572006226
駆除,撃退,791,637,31,0.5293681594007627,0.8884086608886719
オナ,オナホール,1044,289,29,0.5600904158010662,0.8881385326385498
ングルティーザー,タングルティーザー,37,79,11,0.7779516067927773,0.8880558013916016
サントリークラフトボス,サントリー,15,969,15,0.7029420082941796,0.8874899744987488
yg,yv,444,215,10,0.524746368860661,0.8874596953392029
プロデュース,サムライプロデュース,259,60,15,0.6981772229239955,0.8873525857925415
ブックエンド,ブック,101,2641,17,0.5090344706742785,0.8872076272964478
デスク,ワークデスク,2889,128,22,0.5136071158026072,0.8870583176612854
蝶,蝶型,770,26,10,0.6329380188104118,0.8867373466491699
ラビットドラゴ,ラビット,11,566,10,0.7138404372243445,0.8866528868675232
アワビ,アワ,30,93,19,0.851766591187529,0.8866166472434998
ソニケア,ソニッケアー,15,307,15,0.784858011573441,0.886585533618927
now,ナウ,218,198,10,0.5797227524675237,0.8864037990570068
マギ,マギー,34,33,11,0.8447143008642206,0.8863615989685059
虫除け,虫よけ,436,328,15,0.5400003238249599,0.8858359456062317
プロパンガスコンロ,プロパン,23,515,20,0.7534775943160454,0.885807991027832
聖光,聖,41,319,11,0.6734740193301986,0.8852333426475525
kinki,kids,52,717,12,0.610200919580678,0.8851620554924011
rs,rst,1050,89,28,0.6434254291218376,0.8848922848701477
watch,iwatch,2063,338,46,0.5509525025300367,0.8847396969795227
デスクファン,デスク,16,2889,11,0.5854452761254093,0.8845712542533875
浮き輪,浮輪,591,147,19,0.6025178719481908,0.8841783404350281
机,デスク,1414,2889,150,0.5565228735348766,0.8839484453201294
油,油入り,3054,35,11,0.5269937072655687,0.8839396834373474
一段,段,27,5158,19,0.5683110260753578,0.8837317228317261
マッサージ,マッサージャー,2448,929,194,0.6424795357836278,0.883583664894104
ケイトスペード,スペード,12,157,12,0.8196158536578617,0.8833884000778198
コンピュータ,コンピューター,263,364,15,0.5686033669562393,0.8831289410591125
デュエマ,デュエル,227,950,57,0.6695735406301864,0.8829822540283203
単二,単,15,2411,10,0.5919769311184305,0.8829642534255981
デオコ,デオドラント,195,678,35,0.6449237772779821,0.8826443552970886
ヴァイス,ヴァイスシュヴァルツ,43,114,24,0.8421068870329695,0.8820157647132874
ゼンセン,ジェンセン,25,44,11,0.8460950632169052,0.8820102214813232
jbl,jblflip,544,45,10,0.619006935476374,0.8817763924598694
ーネンクリーガー,マシーネンクリーガー,15,26,13,0.9410044024032922,0.8817653059959412
パトリックコックス,コックス,16,107,16,0.8639489760421715,0.8817036151885986
メルセボン,メル,16,633,21,0.7711593212643792,0.8816300630569458
魚,魚網,2357,29,13,0.576532866801399,0.8814455270767212
スチュアート,ジルスチュアート,77,241,20,0.7208129977030548,0.8814149498939514
ふら,ふり,102,825,14,0.5700734592562527,0.8813447952270508
ふり,ふら,825,102,14,0.5700734592562526,0.8813446760177612
ローデスク,デスク,41,2889,38,0.6636371269967883,0.8811880350112915
フロムダファクトリー,フロム,20,152,16,0.8228384608298346,0.8810142874717712
彫,ツ,191,997,14,0.5121563925830518,0.8809895515441895
サムライ,サムライプロデュース,148,60,15,0.7380596103704509,0.8809851408004761
ライブ,live,1341,1751,69,0.5041499599204802,0.8809033632278442
ウェブ,web,535,1674,58,0.5595679666519106,0.880802571773529
デスク,パソコンデスク,2889,243,37,0.5247167517071765,0.8807812929153442
ウェディングボンネ,ウェディング,13,504,12,0.7321804953623344,0.880656898021698
実印,認印,64,38,10,0.7789517811649056,0.8806175589561462
ダイワレグザ,レグザ,11,117,11,0.8351477852449277,0.8806018829345703
本棚,飾り棚,531,306,17,0.5446787159872084,0.8804753422737122
ペンジュラム,ペン,31,11319,24,0.5271874552595656,0.8803431987762451
タ,タリーズ,3176,20,10,0.5529620082497934,0.8802241086959839
982,582,120,105,13,0.6958286767262193,0.8802214860916138
米式,英式,250,143,27,0.7104529335179582,0.8801382780075073
英式,米式,143,250,32,0.7323457344990655,0.8801381587982178
オ,オガ,1273,73,17,0.5848582381388733,0.8799393177032471
ラフ,ラフマ,648,33,11,0.639194162871188,0.8796294331550598
リュウ,リュウソウジャー,70,104,16,0.7603149237979869,0.8795558214187622
sd,sdxc,5456,435,70,0.5050256802342729,0.8794041872024536
ベビービブ,ビブ,102,243,38,0.7830226893422114,0.8793550729751587
仏壇,仏具,509,206,15,0.5621168688239028,0.8790959119796753
フェイパウダー,パウダー,34,3262,48,0.6989506251945273,0.879061758518219
くもり止め,曇り止め,1101,772,34,0.5004868776205211,0.878788948059082
モリ,モリワキ,42,58,17,0.8467128591411477,0.8785939812660217
鍋蓋,鍋つまみ,196,30,10,0.7178008753817272,0.8785642385482788
モーター,モータ,1510,104,16,0.540414823655334,0.8785119652748108
デジアナ,アナデジ,46,64,11,0.7774524566721726,0.878494143486023
カラ,テンカラ,189,114,15,0.6748889575208806,0.8784251809120178
のぼり旗,のぼり,21,29,13,0.9095631823347428,0.8782916069030762
つば,つば広,219,340,13,0.57049561066821,0.8781991600990295
ウェーダーダイワストッキング,ウェーダー,16,355,18,0.7932056733931838,0.8781864643096924
ハエ取り,蚊取り,25,482,27,0.7913437762333758,0.8779194951057434
アザロクローム,アザロ,30,31,31,1.0024643412577596,0.8776882290840149
pageboy,py,119,135,33,0.7967723657730068,0.8773902058601379
ミキ,ミキモト,144,26,13,0.7814416151020082,0.877113938331604
墓石,墓,102,133,22,0.7557828345446113,0.8768848776817322
ドレン,ドーレン,456,84,27,0.7053201790833244,0.876004159450531
anchor,anker,19,2652,14,0.6064439847196672,0.8755471706390381
朝日,朝日山,337,52,26,0.7585500113450301,0.8752868175506592
wug,wake,17,41,13,0.9000415248482531,0.8752714395523071
そり,顔そり,151,157,21,0.7090596261472537,0.875234842300415
ヘラクレスオオカブト,ヘラクレスヘラクレス,31,13,13,0.9386911470812463,0.8751445412635803
ベッドデスク,ベッド,16,8314,21,0.5831204848133521,0.8751190304756165
afv,fv,48,228,15,0.7231654409952512,0.8749660849571228
絵描き,絵かき,211,327,18,0.6129000785374521,0.8749414682388306
蝶,蝶々,770,127,24,0.6213978021041687,0.8745347857475281
丸カン,マルカン,329,93,14,0.6418218759764536,0.8743720650672913
風呂場,浴室,127,1833,17,0.518823936202135,0.8742448091506958
エラ,ニューエラ,143,582,38,0.6905734389460038,0.874144971370697
礼服,喪服,170,198,14,0.6350556448134732,0.8740221858024597
額,額縁,219,222,12,0.5915805508364196,0.8737642765045166
額縁,額,222,219,16,0.6243624987174742,0.873764157295227
臭,死臭,430,36,12,0.6718654590013385,0.8734392523765564
ベビービブ,ベビー,102,9701,40,0.5075254485395413,0.8732222318649292
わき,脇,145,993,30,0.6195173558664064,0.8732216358184814
ばぁ,ば,64,1674,10,0.5167536552384729,0.873035728931427
homme,bulkhomme,69,78,14,0.7650674373549605,0.8728662729263306
ザタップ,ザ,16,4536,16,0.5956779425282267,0.872814953327179
鉄分,鉄,117,989,36,0.6585764848809983,0.872762143611908
拘束,束縛,130,57,12,0.723547604701919,0.8726540207862854
ルイヴィトン,ルイ,282,222,17,0.6132627179776032,0.8726387619972229
びつ,ひつ,36,40,11,0.827315495751217,0.8724337220191956
防かび,防カビ,27,1076,29,0.7351074439243646,0.8721694946289062
置き畳,畳,110,3893,22,0.5028573608805044,0.8721228241920471
bluetiooth,blue,14,17839,23,0.5474039221488575,0.8720806241035461
駆除,害虫,791,331,45,0.6240565704429631,0.8714693784713745
カビ,カビ取り,1071,293,29,0.5571530819098073,0.8713372349739075
